row_id,ISO,year,Education,Marital_Status,age,Saving,weight
1021669,RWA,2016,No Formal,Widowed,45-60,Not saving,542.02911
1021670,RWA,2016,Primary,Married,18-25,Informally,361.35274
1021671,RWA,2016,Primary,Married,25-35,Informally,361.35274
1021672,RWA,2016,Primary,Married,>60,At other formal (non-bank),363.6015
1021673,RWA,2016,No Formal,Divorced,45-60,Informally,181.80075
1021676,RWA,2016,No Formal,Single,<18,Informally,363.60148
1021677,RWA,2016,Secondary,Single,18-25,At home,909.0037
1021679,RWA,2016,No Formal,Married,45-60,Informally,909.0037
1021680,RWA,2016,Tertiary,Married,25-35,At other formal (non-bank),363.6015
1021683,RWA,2016,Primary,Married,35-45,At other formal (non-bank),545.40225
1021685,RWA,2016,No Formal,Widowed,>60,Informally,557.25465
1021686,RWA,2016,Primary,Single,18-25,Informally,557.25465
1021687,RWA,2016,Primary,Married,35-45,At Bank,371.5031
1021688,RWA,2016,Secondary,Divorced,25-35,Informally,899.5988
1021689,RWA,2016,Primary,Married,18-25,Not saving,359.83952
1021690,RWA,2016,Primary,Married,45-60,Informally,539.75928
1021691,RWA,2016,Primary,Single,18-25,Informally,719.67904
1021692,RWA,2016,No Formal,Married,>60,Informally,363.6015
1021694,RWA,2016,Primary,Widowed,25-35,Not saving,181.80075
1021696,RWA,2016,Primary,Married,35-45,At other formal (non-bank),381.60194
1021697,RWA,2016,Secondary,Single,<18,Informally,381.60194
1021698,RWA,2016,Primary,Married,25-35,Informally,381.60194
1021700,RWA,2016,No Formal,Widowed,45-60,Not saving,363.60148
1021704,RWA,2016,No Formal,Divorced,25-35,At other formal (non-bank),453.3042
1021705,RWA,2016,Secondary,Married,25-35,At Bank,453.3042
1021706,RWA,2016,Secondary,Single,35-45,At other formal (non-bank),226.6521
1021707,RWA,2016,Tertiary,Single,25-35,At Bank,226.6521
1021708,RWA,2016,Primary,Married,18-25,Not saving,465.35984
1021709,RWA,2016,Primary,Married,25-35,At home,465.35984
1021710,RWA,2016,No Formal,Married,35-45,Not saving,465.35984
1021711,RWA,2016,Primary,Married,35-45,At Bank,698.03976
1021712,RWA,2016,Secondary,Married,35-45,At other formal (non-bank),634.48252
1021713,RWA,2016,No Formal,Widowed,>60,Not saving,317.24126
1021715,RWA,2016,Secondary,Widowed,>60,Not saving,158.62063
1021716,RWA,2016,Primary,Married,25-35,At other formal (non-bank),453.3042
1021717,RWA,2016,Primary,Single,18-25,At other formal (non-bank),226.6521
1021718,RWA,2016,Secondary,Single,25-35,At other formal (non-bank),1133.2605
1021719,RWA,2016,Secondary,Married,18-25,Informally,453.3042
1021720,RWA,2016,Primary,Married,25-35,Not saving,226.65209
1021721,RWA,2016,Primary,Married,45-60,Informally,906.60836
1021723,RWA,2016,No Formal,Divorced,35-45,Not saving,679.95627
1021724,RWA,2016,No Formal,Single,18-25,At other formal (non-bank),679.95627
1021725,RWA,2016,Primary,Married,45-60,Informally,453.30418
1021727,RWA,2016,No Formal,Married,45-60,Informally,679.95627
1021729,RWA,2016,Secondary,Single,18-25,At other formal (non-bank),453.30418
1021732,RWA,2016,No Formal,Widowed,25-35,Informally,906.6083199999999
1021733,RWA,2016,Primary,Married,25-35,Informally,453.30415999999997
1021734,RWA,2016,Primary,Single,<18,Informally,453.30415999999997
1021735,RWA,2016,Primary,Widowed,35-45,Not saving,226.65207999999998
1021736,RWA,2016,No Formal,Married,35-45,At other formal (non-bank),747.52764
1021737,RWA,2016,Primary,Married,18-25,At other formal (non-bank),498.35175999999996
1021738,RWA,2016,Primary,Married,45-60,At other formal (non-bank),1245.8794
1021739,RWA,2016,No Formal,Widowed,>60,Not saving,249.17587999999998
1021740,RWA,2016,No Formal,Married,>60,Informally,211.46046
1021741,RWA,2016,Primary,Married,45-60,Not saving,845.84184
1021742,RWA,2016,No Formal,Married,>60,Not saving,422.92092
1021743,RWA,2016,No Formal,Married,>60,Not saving,634.38138
1021744,RWA,2016,Primary,Married,35-45,Informally,402.86618
1021745,RWA,2016,Primary,Married,35-45,Informally,201.43309
1021746,RWA,2016,No Formal,Widowed,>60,Informally,604.29927
1021747,RWA,2016,No Formal,Single,18-25,Not saving,402.86618
1021748,RWA,2016,Primary,Married,45-60,Not saving,397.24974
1021749,RWA,2016,Primary,Married,45-60,At other formal (non-bank),397.24974
1021750,RWA,2016,No Formal,Married,18-25,Informally,397.24974
1021751,RWA,2016,No Formal,Widowed,25-35,Informally,198.62487
1021752,RWA,2016,No Formal,Married,18-25,Not saving,419.29262
1021753,RWA,2016,No Formal,Widowed,45-60,Informally,209.64631
1021754,RWA,2016,No Formal,Married,25-35,Not saving,419.29262
1021755,RWA,2016,Primary,Single,25-35,Not saving,628.93893
1021756,RWA,2016,No Formal,Married,45-60,Informally,402.86618
1021757,RWA,2016,No Formal,Single,<18,Not saving,604.29927
1021758,RWA,2016,No Formal,Widowed,45-60,Not saving,201.43309
1021760,RWA,2016,Primary,Single,>60,Not saving,604.2993
1021761,RWA,2016,No Formal,Single,45-60,Not saving,201.4331
1021763,RWA,2016,Primary,Single,<18,Not saving,402.8662
1021764,RWA,2016,Secondary,Married,25-35,Informally,402.86618
1021765,RWA,2016,No Formal,Married,35-45,Not saving,402.86618
1021766,RWA,2016,No Formal,Widowed,35-45,Not saving,604.29927
1021767,RWA,2016,Primary,Single,18-25,Not saving,1007.16545
1021769,RWA,2016,Primary,Married,35-45,At other formal (non-bank),402.86618
1021770,RWA,2016,Secondary,Married,35-45,At other formal (non-bank),402.86618
1021771,RWA,2016,Primary,Single,18-25,At other formal (non-bank),805.73236
1021772,RWA,2016,Primary,Married,35-45,At Bank,402.8662
1021773,RWA,2016,No Formal,Married,45-60,At Bank,1007.1655
1021774,RWA,2016,Secondary,Married,35-45,At other formal (non-bank),402.8662
1021776,RWA,2016,No Formal,Widowed,35-45,At other formal (non-bank),335.98967999999996
1021777,RWA,2016,No Formal,Married,18-25,Not saving,335.98967999999996
1021781,RWA,2016,Primary,Widowed,>60,Not saving,335.98967999999996
1021782,RWA,2016,No Formal,Widowed,>60,Not saving,503.98452000000003
1021783,RWA,2016,Primary,Single,18-25,Informally,335.98967999999996
1021784,RWA,2016,Primary,Married,35-45,At other formal (non-bank),335.98967999999996
1021788,RWA,2016,Primary,Widowed,35-45,At other formal (non-bank),335.98967999999996
1021789,RWA,2016,Primary,Married,35-45,At other formal (non-bank),167.99483999999998
1021791,RWA,2016,Primary,Married,35-45,At other formal (non-bank),671.9793599999999
1021792,RWA,2016,No Formal,Married,18-25,Informally,167.99483999999998
1021795,RWA,2016,No Formal,Widowed,>60,Informally,335.98967999999996
1021796,RWA,2016,Secondary,Married,45-60,At Bank,671.9793599999999
1021798,RWA,2016,Secondary,Married,25-35,At other formal (non-bank),335.98967999999996
1021800,RWA,2016,Primary,Married,45-60,At other formal (non-bank),503.98449000000005
1021801,RWA,2016,Primary,Married,35-45,Not saving,503.98449000000005
1021802,RWA,2016,Primary,Married,25-35,At other formal (non-bank),335.98966
1021803,RWA,2016,Secondary,Married,35-45,At Bank,167.99483
1021805,RWA,2016,Primary,Single,18-25,Informally,671.9793599999999
1021806,RWA,2016,Primary,Single,18-25,At Bank,335.98967999999996
1021808,RWA,2016,No Formal,Widowed,>60,Informally,432.42186
1021810,RWA,2016,Primary,Married,35-45,At other formal (non-bank),216.21093
1021811,RWA,2016,Tertiary,Single,18-25,At Bank,1081.05465
1021812,RWA,2016,No Formal,Widowed,>60,Informally,211.12229
1021814,RWA,2016,Primary,Widowed,>60,At other formal (non-bank),211.12229
1021815,RWA,2016,No Formal,Married,35-45,At other formal (non-bank),211.12229
1021816,RWA,2016,Primary,Married,45-60,At Bank,654.33636
1021817,RWA,2016,Primary,Single,18-25,Informally,872.44848
1021818,RWA,2016,Primary,Married,35-45,Informally,436.22424
1021819,RWA,2016,Primary,Single,18-25,Informally,436.22424
1021820,RWA,2016,Primary,Married,18-25,At other formal (non-bank),432.42184000000003
1021821,RWA,2016,Primary,Married,18-25,At home,432.42184000000003
1021824,RWA,2016,Secondary,Married,25-35,At Bank,432.42186
1021825,RWA,2016,Primary,Widowed,25-35,Not saving,216.21093
1021826,RWA,2016,Primary,Single,18-25,Informally,1297.26558
1021828,RWA,2016,Primary,Divorced,25-35,At Bank,216.21093
1021829,RWA,2016,Primary,Married,45-60,Not saving,648.63279
1021830,RWA,2016,Secondary,Single,<18,At other formal (non-bank),648.63279
1021832,RWA,2016,Primary,Married,25-35,At other formal (non-bank),455.63757999999996
1021833,RWA,2016,Primary,Married,18-25,At other formal (non-bank),455.63757999999996
1021834,RWA,2016,Primary,Married,25-35,At home,455.63757999999996
1021835,RWA,2016,Primary,Single,18-25,Not saving,683.45637
1021836,RWA,2016,No Formal,Married,25-35,Informally,432.42184000000003
1021837,RWA,2016,Secondary,Single,18-25,Informally,432.42184000000003
1021838,RWA,2016,Primary,Widowed,>60,Informally,216.21092000000002
1021840,RWA,2016,Primary,Married,25-35,Informally,446.28846
1021841,RWA,2016,Primary,Married,25-35,At other formal (non-bank),446.28846
1021847,RWA,2016,No Formal,Married,35-45,At other formal (non-bank),406.93246
1021848,RWA,2016,No Formal,Married,45-60,Not saving,406.93246
1021849,RWA,2016,Primary,Married,35-45,Informally,813.86492
1021850,RWA,2016,Secondary,Single,25-35,At other formal (non-bank),406.93246
1021851,RWA,2016,Primary,Married,25-35,At Bank,406.93246
1021852,RWA,2016,Primary,Widowed,45-60,At home,406.93246
1021853,RWA,2016,No Formal,Widowed,35-45,At other formal (non-bank),203.46623
1021856,RWA,2016,No Formal,Married,>60,Informally,406.93246
1021859,RWA,2016,Secondary,Married,35-45,At other formal (non-bank),203.46623
1021860,RWA,2016,Primary,Married,25-35,Not saving,406.93246
1021861,RWA,2016,No Formal,Married,>60,At other formal (non-bank),406.93246
1021863,RWA,2016,Primary,Married,45-60,Informally,813.86492
1021864,RWA,2016,Primary,Married,25-35,Informally,410.7126
1021866,RWA,2016,No Formal,Married,25-35,Informally,410.7126
1021867,RWA,2016,Primary,Single,18-25,Not saving,410.7126
1021869,RWA,2016,No Formal,Married,25-35,Informally,406.93244
1021871,RWA,2016,No Formal,Married,25-35,Not saving,406.93244
1021872,RWA,2016,No Formal,Married,25-35,At other formal (non-bank),406.93246
1021874,RWA,2016,No Formal,Widowed,45-60,Informally,203.46623
1021875,RWA,2016,Tertiary,Married,35-45,At Bank,610.39869
1021876,RWA,2016,No Formal,Widowed,35-45,Not saving,203.46622
1021877,RWA,2016,No Formal,Widowed,>60,Not saving,406.93244
1021878,RWA,2016,Primary,Married,25-35,Informally,610.39866
1021879,RWA,2016,Vocational,Single,18-25,Informally,1017.3311
1021881,RWA,2016,No Formal,Married,25-35,At other formal (non-bank),563.4402299999999
1021883,RWA,2016,Secondary,Single,25-35,At other formal (non-bank),563.4402299999999
1021884,RWA,2016,Secondary,Single,25-35,At other formal (non-bank),939.067
1021885,RWA,2016,No Formal,Married,25-35,At other formal (non-bank),375.6268
1021886,RWA,2016,Primary,Single,35-45,Informally,1126.8804
1021887,RWA,2016,Primary,Married,25-35,Not saving,375.6268
1021888,RWA,2016,No Formal,Widowed,25-35,Informally,195.01703
1021889,RWA,2016,Primary,Divorced,25-35,Informally,390.03406
1021890,RWA,2016,No Formal,Widowed,>60,Informally,195.01703
1021891,RWA,2016,Secondary,Married,45-60,Informally,585.05109
1021892,RWA,2016,Primary,Married,18-25,Informally,375.6268
1021893,RWA,2016,No Formal,Married,18-25,Informally,375.6268
1021894,RWA,2016,Primary,Single,18-25,Informally,375.6268
1021898,RWA,2016,No Formal,Single,45-60,Informally,187.81341
1021899,RWA,2016,No Formal,Widowed,35-45,Not saving,375.62682
1021900,RWA,2016,Tertiary,Married,25-35,At Bank,375.62682
1021901,RWA,2016,Primary,Single,18-25,Not saving,751.25364
1021902,RWA,2016,Primary,Single,18-25,Informally,751.25364
1021903,RWA,2016,No Formal,Widowed,45-60,Informally,187.81341
1021904,RWA,2016,No Formal,Married,45-60,At other formal (non-bank),939.06705
1021905,RWA,2016,Primary,Widowed,18-25,Not saving,187.81341
1021906,RWA,2016,No Formal,Married,25-35,At other formal (non-bank),375.62682
1021907,RWA,2016,Secondary,Widowed,45-60,At other formal (non-bank),187.81341
1021908,RWA,2016,No Formal,Married,>60,Informally,375.62682
1021911,RWA,2016,Secondary,Single,18-25,At other formal (non-bank),563.4402299999999
1021912,RWA,2016,No Formal,Married,25-35,Informally,439.15134000000006
1021916,RWA,2016,Primary,Divorced,45-60,Informally,219.57567000000003
1021917,RWA,2016,Primary,Single,18-25,Informally,658.72701
1021918,RWA,2016,Secondary,Single,18-25,Not saving,878.3026800000001
1021919,RWA,2016,Secondary,Single,18-25,At Bank,658.72701
1021920,RWA,2016,Secondary,Single,18-25,At other formal (non-bank),878.3026800000001
1021921,RWA,2016,No Formal,Married,35-45,At other formal (non-bank),439.15134000000006
1021924,RWA,2016,No Formal,Widowed,>60,At other formal (non-bank),439.15134000000006
1021927,RWA,2016,Primary,Married,35-45,Not saving,439.15134000000006
1021928,RWA,2016,Primary,Married,45-60,At other formal (non-bank),1205.6235
1021929,RWA,2016,No Formal,Married,45-60,At Bank,1687.8729
1021930,RWA,2016,Primary,Married,35-45,Informally,723.3741
1021931,RWA,2016,Secondary,Single,18-25,Not saving,964.4988
1021933,RWA,2016,Primary,Widowed,>60,At other formal (non-bank),219.57567000000003
1021935,RWA,2016,No Formal,Married,35-45,At other formal (non-bank),878.3026800000001
1021936,RWA,2016,Primary,Single,18-25,At other formal (non-bank),658.72701
1021937,RWA,2016,Primary,Married,35-45,At other formal (non-bank),658.72701
1021938,RWA,2016,Secondary,Single,25-35,Not saving,219.57567000000003
1021939,RWA,2016,Secondary,Married,45-60,Informally,658.72701
1021940,RWA,2016,Primary,Married,35-45,At Bank,439.15134000000006
1021941,RWA,2016,No Formal,Widowed,>60,At other formal (non-bank),219.57567000000003
1021944,RWA,2016,Secondary,Single,25-35,At other formal (non-bank),878.3026800000001
1021947,RWA,2016,No Formal,Single,35-45,Informally,219.57567000000003
1021952,RWA,2016,Primary,Single,25-35,Informally,374.10643999999996
1021956,RWA,2016,Secondary,Single,18-25,Not saving,1147.2124800000001
1021957,RWA,2016,No Formal,Widowed,>60,Informally,191.20208
1021958,RWA,2016,Primary,Widowed,35-45,At home,191.20208
1021959,RWA,2016,Primary,Married,45-60,At home,382.40416
1021960,RWA,2016,Primary,Single,25-35,At home,935.2661
1021964,RWA,2016,No Formal,Married,25-35,Informally,381.8716
1021965,RWA,2016,Tertiary,Married,25-35,At other formal (non-bank),381.8716
1021966,RWA,2016,Primary,Married,35-45,At Bank,763.7432
1021968,RWA,2016,Primary,Married,>60,At home,763.74324
1021972,RWA,2016,Primary,Married,>60,At home,572.80746
1021973,RWA,2016,Secondary,Married,35-45,At Bank,190.93582
1021974,RWA,2016,Primary,Single,25-35,At home,190.93582
1021975,RWA,2016,Primary,Widowed,35-45,At other formal (non-bank),381.87164
1021979,RWA,2016,No Formal,Married,45-60,Informally,190.93581
1021982,RWA,2016,Primary,Married,25-35,At other formal (non-bank),190.93581
1021983,RWA,2016,Primary,Divorced,25-35,Informally,190.93581
1021985,RWA,2016,Secondary,Single,18-25,At other formal (non-bank),1145.61486
1021986,RWA,2016,No Formal,Married,45-60,Not saving,381.87162
1021987,RWA,2016,No Formal,Married,>60,Not saving,190.93581
1021988,RWA,2016,Primary,Married,25-35,At other formal (non-bank),428.05228
1021989,RWA,2016,Primary,Single,25-35,Not saving,856.10456
1021990,RWA,2016,Primary,Married,45-60,At other formal (non-bank),642.07842
1021993,RWA,2016,Primary,Married,>60,Not saving,381.87162
1021997,RWA,2016,Primary,Divorced,35-45,Informally,190.93581
1021998,RWA,2016,Secondary,Divorced,>60,At Bank,190.93581
1022000,RWA,2016,No Formal,Single,25-35,At home,205.51792
1022001,RWA,2016,Secondary,Single,18-25,Not saving,411.03584
1022002,RWA,2016,Secondary,Married,25-35,Not saving,411.03584
1022006,RWA,2016,No Formal,Divorced,45-60,Not saving,616.55376
1022007,RWA,2016,Primary,Married,18-25,Not saving,411.03584
1022008,RWA,2016,No Formal,Married,25-35,Informally,417.54534
1022009,RWA,2016,Primary,Married,45-60,At other formal (non-bank),835.09068
1022011,RWA,2016,Primary,Married,45-60,At Bank,626.31801
1022012,RWA,2016,Primary,Married,>60,Not saving,411.03584
1022017,RWA,2016,Primary,Divorced,35-45,At other formal (non-bank),205.51792
1022023,RWA,2016,No Formal,Widowed,35-45,Not saving,205.51792
1022028,RWA,2016,Primary,Married,25-35,At home,421.06228
1022029,RWA,2016,Primary,Married,>60,At other formal (non-bank),842.12456
1022030,RWA,2016,No Formal,Married,25-35,Not saving,421.06228
1022031,RWA,2016,Primary,Widowed,45-60,At other formal (non-bank),421.06228
1022032,RWA,2016,Primary,Married,25-35,At home,477.39054000000004
1022033,RWA,2016,Secondary,Single,<18,Not saving,954.7810800000001
1022034,RWA,2016,No Formal,Widowed,45-60,At home,238.69527000000002
1022035,RWA,2016,Primary,Married,25-35,At Bank,477.39054000000004
1022036,RWA,2016,Primary,Widowed,45-60,At other formal (non-bank),220.57526000000001
1022038,RWA,2016,Primary,Married,25-35,At home,441.15052000000003
1022039,RWA,2016,Primary,Single,18-25,Not saving,661.72578
1022040,RWA,2016,No Formal,Married,35-45,Not saving,418.63636
1022042,RWA,2016,Primary,Married,45-60,Not saving,418.63636
1022046,RWA,2016,Primary,Married,45-60,Not saving,434.3591
1022047,RWA,2016,No Formal,Married,45-60,Informally,651.53865
1022048,RWA,2016,Primary,Married,35-45,Not saving,418.63636
1022052,RWA,2016,Primary,Married,35-45,Not saving,418.63634
1022053,RWA,2016,No Formal,Widowed,>60,Informally,418.63634
1022057,RWA,2016,Primary,Widowed,>60,Not saving,209.31817
1022058,RWA,2016,No Formal,Widowed,>60,At home,627.9545099999999
1022059,RWA,2016,No Formal,Married,45-60,At other formal (non-bank),627.9545099999999
1022061,RWA,2016,No Formal,Widowed,>60,At other formal (non-bank),187.05321999999998
1022063,RWA,2016,Primary,Widowed,35-45,Not saving,187.05321999999998
1022064,RWA,2016,Secondary,Widowed,45-60,At other formal (non-bank),187.05321
1022065,RWA,2016,Primary,Married,>60,At Bank,374.10642
1022066,RWA,2016,Primary,Divorced,25-35,Not saving,187.05321
1022070,RWA,2016,Primary,Single,<18,Not saving,561.15963
1022073,RWA,2016,No Formal,Widowed,>60,Not saving,561.15963
1022074,RWA,2016,Primary,Married,45-60,Not saving,374.10642
1022075,RWA,2016,Primary,Married,>60,At home,374.10642
1022076,RWA,2016,No Formal,Married,45-60,At home,542.02911
1022077,RWA,2016,Primary,Married,18-25,At home,361.35274
1022078,RWA,2016,Primary,Divorced,35-45,At home,180.67637
1022079,RWA,2016,Primary,Single,<18,Informally,361.35274
1022081,RWA,2016,Primary,Single,18-25,Informally,363.6015
1022082,RWA,2016,Primary,Widowed,>60,Not saving,181.80075
1022084,RWA,2016,No Formal,Divorced,35-45,Informally,181.80074
1022085,RWA,2016,Primary,Widowed,45-60,At home,181.80074
1022086,RWA,2016,Primary,Married,45-60,Informally,363.60148
1022087,RWA,2016,Primary,Single,18-25,At other formal (non-bank),727.20296
1022089,RWA,2016,No Formal,Widowed,>60,Not saving,181.80075
1022090,RWA,2016,No Formal,Married,25-35,At home,181.80075
1022092,RWA,2016,No Formal,Widowed,45-60,Informally,185.75155
1022093,RWA,2016,Secondary,Married,45-60,At home,557.25465
1022094,RWA,2016,No Formal,Widowed,45-60,At other formal (non-bank),185.75155
1022095,RWA,2016,Primary,Married,45-60,Informally,371.5031
1022096,RWA,2016,Secondary,Single,18-25,At home,719.67904
1022097,RWA,2016,Primary,Widowed,45-60,At home,179.91976
1022098,RWA,2016,Primary,Married,45-60,Informally,719.67904
1022100,RWA,2016,No Formal,Married,>60,At home,363.6015
1022102,RWA,2016,Primary,Widowed,35-45,Informally,181.80075
1022104,RWA,2016,Primary,Married,>60,Informally,381.60194
1022105,RWA,2016,Primary,Married,25-35,At home,381.60194
1022106,RWA,2016,No Formal,Widowed,45-60,Not saving,381.60194
1022107,RWA,2016,Secondary,Single,25-35,Informally,572.4029099999999
1022108,RWA,2016,No Formal,Married,>60,At other formal (non-bank),363.60148
1022110,RWA,2016,Primary,Widowed,>60,Not saving,181.80074
1022111,RWA,2016,No Formal,Married,45-60,Not saving,363.60148
1022112,RWA,2016,Primary,Widowed,>60,Not saving,226.6521
1022113,RWA,2016,Primary,Married,25-35,At Bank,453.3042
1022114,RWA,2016,Secondary,Single,18-25,At home,906.6084
1022115,RWA,2016,Primary,Single,25-35,At other formal (non-bank),226.6521
1022116,RWA,2016,No Formal,Divorced,35-45,At home,232.67992
1022117,RWA,2016,Primary,Married,35-45,At home,698.03976
1022118,RWA,2016,Primary,Married,25-35,Not saving,465.35984
1022119,RWA,2016,Primary,Married,25-35,Informally,465.35984
1022120,RWA,2016,No Formal,Widowed,>60,At home,158.62063
1022121,RWA,2016,No Formal,Widowed,45-60,Informally,158.62063
1022122,RWA,2016,No Formal,Married,45-60,Informally,317.24126
1022123,RWA,2016,Primary,Single,18-25,At other formal (non-bank),634.48252
1022125,RWA,2016,Primary,Divorced,25-35,Informally,226.6521
1022126,RWA,2016,No Formal,Widowed,>60,Not saving,453.3042
1022127,RWA,2016,Secondary,Single,<18,Not saving,679.9563
1022128,RWA,2016,Secondary,Single,18-25,Informally,679.95627
1022131,RWA,2016,No Formal,Single,35-45,At home,226.65209
1022133,RWA,2016,Secondary,Married,25-35,At home,453.30418
1022134,RWA,2016,Primary,Single,18-25,At other formal (non-bank),453.30418
1022135,RWA,2016,No Formal,Divorced,45-60,Informally,226.65209
1022136,RWA,2016,Primary,Single,18-25,At Bank,453.30418
1022138,RWA,2016,No Formal,Widowed,>60,Informally,226.65209
1022140,RWA,2016,Primary,Married,18-25,Informally,453.30415999999997
1022141,RWA,2016,Primary,Divorced,45-60,Informally,453.30415999999997
1022142,RWA,2016,Primary,Married,25-35,At home,453.30415999999997
1022143,RWA,2016,Primary,Widowed,45-60,Informally,226.65207999999998
1022144,RWA,2016,Primary,Married,45-60,At home,498.35175999999996
1022145,RWA,2016,Primary,Widowed,45-60,Informally,249.17587999999998
1022146,RWA,2016,Primary,Married,25-35,Informally,498.35175999999996
1022147,RWA,2016,Primary,Married,>60,At other formal (non-bank),498.35175999999996
1022148,RWA,2016,Primary,Divorced,25-35,At other formal (non-bank),478.83252000000005
1022149,RWA,2016,Primary,Married,>60,At other formal (non-bank),478.83252000000005
1022151,RWA,2016,Primary,Single,25-35,At other formal (non-bank),478.83252000000005
1022153,RWA,2016,Secondary,Married,35-45,Informally,435.54936
1022160,RWA,2016,Primary,Married,45-60,Informally,871.09872
1022161,RWA,2016,Primary,Single,25-35,Informally,653.3240400000001
1022162,RWA,2016,No Formal,Widowed,>60,At home,217.77468
1022163,RWA,2016,Primary,Married,35-45,At home,435.54936
1022164,RWA,2016,Primary,Widowed,35-45,At other formal (non-bank),217.77468
1022165,RWA,2016,Secondary,Single,25-35,At other formal (non-bank),217.77468
1022166,RWA,2016,No Formal,Widowed,35-45,Informally,435.54936
1022168,RWA,2016,Primary,Single,<18,Not saving,894.3652400000001
1022169,RWA,2016,Secondary,Single,25-35,Informally,894.3652400000001
1022170,RWA,2016,Primary,Single,25-35,Informally,447.18262000000004
1022171,RWA,2016,Primary,Single,18-25,At other formal (non-bank),1117.95655
1022173,RWA,2016,Primary,Married,45-60,At other formal (non-bank),435.54936
1022175,RWA,2016,Primary,Divorced,45-60,Informally,217.77468
1022176,RWA,2016,Primary,Married,25-35,At other formal (non-bank),315.77794
1022177,RWA,2016,Secondary,Married,35-45,At other formal (non-bank),473.66691
1022178,RWA,2016,Primary,Married,>60,At other formal (non-bank),315.77794
1022179,RWA,2016,No Formal,Single,25-35,At other formal (non-bank),157.88897
1022180,RWA,2016,Secondary,Single,25-35,At other formal (non-bank),615.81696
1022181,RWA,2016,Secondary,Single,18-25,Informally,410.54464
1022182,RWA,2016,No Formal,Married,35-45,Informally,410.54464
1022184,RWA,2016,Primary,Single,45-60,Informally,200.14487
1022185,RWA,2016,Primary,Married,35-45,At other formal (non-bank),400.28974
1022186,RWA,2016,Secondary,Widowed,45-60,At Bank,400.28974
1022187,RWA,2016,No Formal,Married,>60,At other formal (non-bank),600.4346099999999
1022188,RWA,2016,Secondary,Single,18-25,At home,623.40594
1022189,RWA,2016,Primary,Married,35-45,At home,831.2079200000001
1022190,RWA,2016,Primary,Married,35-45,At home,415.60396000000003
1022191,RWA,2016,Primary,Married,25-35,Informally,415.60396000000003
1022193,RWA,2016,Primary,Single,45-60,Not saving,410.54464
1022194,RWA,2016,Secondary,Single,45-60,At other formal (non-bank),410.54464
1022195,RWA,2016,Secondary,Single,18-25,At home,821.08928
1022196,RWA,2016,Primary,Married,25-35,At Bank,366.02416
1022198,RWA,2016,Secondary,Married,45-60,At Bank,366.02416
1022199,RWA,2016,Primary,Married,35-45,Not saving,366.02416
1022201,RWA,2016,Secondary,Divorced,45-60,At Bank,394.0653
1022203,RWA,2016,No Formal,Divorced,35-45,At other formal (non-bank),197.03265
1022205,RWA,2016,Secondary,Married,25-35,At other formal (non-bank),394.0653
1022206,RWA,2016,Primary,Married,25-35,At other formal (non-bank),591.09795
1022207,RWA,2016,Primary,Married,18-25,At other formal (non-bank),394.0653
1022208,RWA,2016,Tertiary,Single,25-35,At Bank,1182.19584
1022209,RWA,2016,Primary,Single,18-25,At other formal (non-bank),788.13056
1022210,RWA,2016,Tertiary,Married,25-35,At Bank,985.1632
1022211,RWA,2016,Tertiary,Married,45-60,At Bank,591.09792
1022212,RWA,2016,Tertiary,Single,35-45,At Bank,1182.1959
1022213,RWA,2016,Primary,Single,18-25,At other formal (non-bank),788.1306
1022214,RWA,2016,Tertiary,Married,35-45,At Bank,591.09795
1022215,RWA,2016,Tertiary,Single,18-25,At Bank,591.09795
1022216,RWA,2016,Tertiary,Single,18-25,At home,788.1306
1022218,RWA,2016,Primary,Married,45-60,At Bank,394.0653
1022219,RWA,2016,No Formal,Single,35-45,At other formal (non-bank),394.0653
1022220,RWA,2016,Secondary,Married,45-60,At Bank,1182.1959
1022221,RWA,2016,Tertiary,Married,35-45,Informally,591.09795
1022224,RWA,2016,Tertiary,Single,25-35,At other formal (non-bank),1182.19596
1022225,RWA,2016,Secondary,Single,18-25,Not saving,591.09798
1022226,RWA,2016,Tertiary,Married,35-45,At other formal (non-bank),394.06532000000004
1022227,RWA,2016,Primary,Married,45-60,Informally,591.09798
1022228,RWA,2016,Primary,Single,<18,At home,375.14511
1022229,RWA,2016,Tertiary,Single,25-35,At Bank,500.19347999999997
1022230,RWA,2016,Primary,Married,25-35,At other formal (non-bank),250.09673999999998
1022231,RWA,2016,Primary,Married,35-45,At other formal (non-bank),250.09673999999998
1022232,RWA,2016,Secondary,Married,35-45,At Bank,169.82898
1022233,RWA,2016,Primary,Married,35-45,At other formal (non-bank),113.21932
1022235,RWA,2016,Primary,Married,35-45,At Bank,113.21932
1022236,RWA,2016,Secondary,Married,45-60,At other formal (non-bank),368.76977999999997
1022237,RWA,2016,Primary,Married,>60,At Bank,921.92445
1022238,RWA,2016,Secondary,Married,45-60,At other formal (non-bank),1106.30934
1022239,RWA,2016,Primary,Single,45-60,At other formal (non-bank),184.38488999999998
1022240,RWA,2016,Secondary,Single,18-25,At Bank,1106.30934
1022241,RWA,2016,Tertiary,Single,25-35,At Bank,737.5395599999999
1022244,RWA,2016,Secondary,Married,35-45,At Bank,1106.30934
1022245,RWA,2016,Secondary,Married,45-60,At Bank,921.92445
1022246,RWA,2016,Secondary,Single,25-35,At other formal (non-bank),184.38488999999998
1022247,RWA,2016,Secondary,Single,18-25,Not saving,921.92445
